uq_map_name,is_ood,BCA,ICA,AVG,ATA 0.3,ATA 0.5,ATA 0.7,AQA 0.60,AQA 0.75,AQA 0.90,QFR,PLM 10,PLM 20,PLM 50,GMM-All,GMM-Int,GMM-Spa
211,1,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545,0.37730287398673545
212,0,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598,0.5649606299212598
212,1,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676,0.49872773536895676
213,0,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6291390728476821
213,1,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084,0.36964980544747084
214,1,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775,0.3449612403100775
215,1,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844,0.41294838145231844
216,1,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056,0.45054945054945056
217,1,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483,0.43982494529540483
219,0,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469,0.5702127659574469
